source	target	time	rating	comment
144	198	2011-06-03 17:04:33.172120064	2	NaN
198	144	2011-06-03 17:06:34.926749952	2	NaN
350	779	2011-06-03 17:50:17.344290048	2	NaN
779	350	2011-06-03 17:51:36.544729856	2	NaN
35	838	2011-06-03 17:54:43.467760128	1	NaN
755	839	2011-06-03 17:56:58.713609984	2	NaN
839	755	2011-06-03 17:57:23.220740096	2	NaN
755	734	2011-06-03 17:57:33.566459904	5	NaN
833	701	2011-06-03 18:21:11.671760128	3	NaN
61	109	2011-06-03 18:27:56.675409920	10	NaN
560	839	2011-06-03 18:51:43.473129984	2	NaN
839	560	2011-06-03 18:52:55.330220032	2	NaN
753	840	2011-06-03 19:06:03.093720064	8	NaN
832	841	2011-06-03 19:17:07.017230080	3	NaN
841	832	2011-06-03 19:18:28.667059968	3	NaN
209	842	2011-06-03 19:22:04.007950080	1	NaN
775	270	2011-06-03 19:27:35.080699904	2	NaN
842	209	2011-06-03 19:32:24.359840000	1	NaN
209	843	2011-06-03 19:52:55.115269888	1	NaN
522	13	2011-06-03 20:09:16.838520064	1	NaN
522	4	2011-06-03 20:09:27.302170112	1	NaN
820	209	2011-06-03 20:12:07.120140032	1	NaN
843	209	2011-06-03 20:15:20.328280064	1	NaN
209	820	2011-06-03 20:24:50.106139904	1	NaN
832	359	2011-06-03 20:28:18.836219904	3	NaN
775	844	2011-06-03 21:08:36.278449920	2	NaN
689	687	2011-06-03 21:33:43.815949824	1	NaN
687	689	2011-06-03 21:36:33.436809984	1	NaN
2	779	2011-06-03 21:37:41.955539968	1	NaN
779	2	2011-06-03 21:38:26.542510080	2	NaN
689	837	2011-06-03 21:38:49.791950080	1	NaN
837	689	2011-06-03 21:40:03.095040000	1	NaN
687	216	2011-06-03 21:42:03.404030208	1	NaN
390	243	2011-06-03 21:42:59.540349952	4	NaN
216	687	2011-06-03 21:46:01.957469952	1	NaN
689	845	2011-06-03 21:46:49.732260096	1	NaN
845	689	2011-06-03 21:49:39.207140096	1	NaN
689	523	2011-06-03 22:03:22.121929984	1	NaN
216	846	2011-06-03 22:03:26.521310208	1	NaN
523	689	2011-06-03 22:08:23.138089984	1	NaN
687	847	2011-06-03 22:34:24.275269888	1	NaN
847	687	2011-06-03 22:34:48.225430016	1	NaN
832	769	2011-06-03 22:37:18.406949888	3	NaN
769	832	2011-06-03 22:38:40.592979968	3	NaN
832	848	2011-06-03 22:39:00.595099904	3	NaN
832	735	2011-06-03 22:40:25.962579968	3	NaN
243	849	2011-06-03 22:53:31.634749952	1	NaN
849	243	2011-06-03 22:54:29.155330048	1	NaN
846	687	2011-06-03 22:59:09.984289792	1	NaN
209	818	2011-06-03 23:36:49.046149888	1	NaN
818	209	2011-06-03 23:38:06.108989952	1	NaN
228	850	2011-06-03 23:53:49.271200000	1	NaN
850	228	2011-06-03 23:59:55.919239936	1	NaN
630	295	2011-06-04 00:00:00.510240000	2	NaN
295	630	2011-06-04 00:03:25.017960192	3	NaN
769	847	2011-06-04 00:24:33.915920128	10	NaN
630	851	2011-06-04 00:28:28.249989888	1	NaN
851	630	2011-06-04 00:29:13.176340224	1	NaN
851	539	2011-06-04 00:30:50.229729792	1	NaN
848	832	2011-06-04 00:32:59.518009856	3	NaN
346	838	2011-06-04 00:35:56.305340160	1	NaN
851	687	2011-06-04 00:42:18.328300032	2	NaN
838	346	2011-06-04 01:07:12.088200192	1	NaN
847	769	2011-06-04 01:10:14.246830080	9	NaN
7	548	2011-06-04 01:17:59.596849920	2	NaN
587	637	2011-06-04 01:58:20.559420160	3	NaN
132	852	2011-06-04 02:15:58.871570176	2	NaN
852	132	2011-06-04 02:17:54.561000192	2	NaN
847	853	2011-06-04 02:23:14.772979968	1	NaN
853	847	2011-06-04 02:23:30.366960128	1	NaN
216	295	2011-06-04 02:33:20.406470144	1	NaN
295	216	2011-06-04 02:34:35.116590080	3	NaN
318	436	2011-06-04 02:55:23.439020032	1	NaN
561	854	2011-06-04 03:03:15.440960000	1	NaN
235	21	2011-06-04 03:04:22.750590208	1	NaN
21	235	2011-06-04 03:06:22.277260032	1	NaN
687	855	2011-06-04 03:31:01.658989824	1	NaN
855	687	2011-06-04 03:31:46.244009984	1	NaN
856	857	2011-06-04 03:53:42.290060032	1	NaN
856	687	2011-06-04 03:53:48.264300032	2	NaN
856	858	2011-06-04 03:54:03.028680192	2	NaN
687	856	2011-06-04 03:55:50.841170176	2	NaN
41	859	2011-06-04 03:59:32.718499840	1	NaN
295	860	2011-06-04 04:13:23.327049984	3	NaN
860	295	2011-06-04 04:15:20.580960000	2	NaN
859	41	2011-06-04 04:17:44.694099968	1	NaN
847	304	2011-06-04 04:31:33.976730112	1	NaN
304	847	2011-06-04 04:31:37.376830208	1	NaN
854	561	2011-06-04 04:39:56.486049792	1	NaN
295	861	2011-06-04 04:51:15.313970176	3	NaN
861	295	2011-06-04 04:51:56.117549824	1	NaN
714	687	2011-06-04 05:23:55.501629952	1	NaN
202	714	2011-06-04 05:40:44.144700160	1	NaN
13	687	2011-06-04 05:42:05.771780096	1	NaN
687	862	2011-06-04 06:42:13.184120064	1	NaN
862	687	2011-06-04 06:42:40.643680000	1	NaN
687	714	2011-06-04 06:43:11.801779968	1	NaN
799	832	2011-06-04 07:28:36.052659968	2	NaN
832	654	2011-06-04 07:30:32.299849984	3	NaN
654	832	2011-06-04 07:30:46.763190016	3	NaN
832	799	2011-06-04 07:31:25.042809856	3	NaN
824	623	2011-06-04 08:21:26.140419840	8	NaN
832	295	2011-06-04 08:28:18.237790208	3	NaN
353	494	2011-06-04 08:43:08.431309824	1	NaN
494	353	2011-06-04 08:43:33.840189952	1	NaN
295	770	2011-06-04 09:16:50.086230016	3	NaN
770	295	2011-06-04 09:18:43.368179968	3	NaN
494	569	2011-06-04 09:26:15.069519872	1	NaN
569	494	2011-06-04 09:27:08.770889984	1	NaN
390	863	2011-06-04 10:35:19.482880000	2	NaN
770	820	2011-06-04 10:35:40.149490176	2	NaN
863	390	2011-06-04 10:49:57.449670144	2	NaN
863	786	2011-06-04 10:53:28.634530048	1	NaN
534	714	2011-06-04 10:55:23.798000128	1	NaN
714	534	2011-06-04 11:00:28.055310080	1	NaN
832	820	2011-06-04 11:15:36.670589952	3	NaN
820	770	2011-06-04 11:21:57.642290176	1	NaN
820	832	2011-06-04 11:22:10.009020160	1	NaN
832	864	2011-06-04 11:54:27.837510144	3	NaN
864	832	2011-06-04 12:04:51.464199936	3	NaN
2	654	2011-06-04 12:19:06.080499968	3	NaN
654	2	2011-06-04 12:19:44.789030144	3	NaN
770	771	2011-06-04 12:40:15.375910144	1	NaN
842	830	2011-06-04 12:42:37.285370112	1	NaN
830	842	2011-06-04 12:43:29.995440128	1	NaN
295	865	2011-06-04 12:45:14.769090048	3	NaN
374	838	2011-06-04 12:54:18.974089984	1	NaN
838	374	2011-06-04 13:01:07.183699968	2	NaN
844	775	2011-06-04 13:40:21.725390080	1	NaN
857	856	2011-06-04 13:40:57.291169792	1	NaN
832	687	2011-06-04 14:43:13.417200128	3	NaN
687	832	2011-06-04 14:43:13.512020224	2	NaN
832	866	2011-06-04 14:43:31.347259904	3	NaN
866	832	2011-06-04 14:44:34.058870016	2	NaN
866	755	2011-06-04 14:44:39.053189888	1	NaN
171	283	2011-06-04 15:36:11.811660032	2	NaN
687	867	2011-06-04 15:41:34.069780224	1	NaN
867	687	2011-06-04 15:42:10.965019904	1	NaN
832	868	2011-06-04 15:52:24.616570112	3	NaN
868	832	2011-06-04 15:53:29.467490048	3	NaN
35	862	2011-06-04 16:12:44.502310144	1	NaN
862	869	2011-06-04 16:16:25.753849856	1	NaN
869	862	2011-06-04 16:16:39.211209984	1	NaN
283	171	2011-06-04 16:16:40.475259904	2	NaN
862	35	2011-06-04 16:25:27.189639936	1	NaN
283	479	2011-06-04 16:27:26.729910016	2	NaN
479	283	2011-06-04 16:28:15.662880000	2	NaN
346	870	2011-06-04 16:35:57.326220032	1	NaN
779	770	2011-06-04 16:39:35.824780032	1	NaN
770	779	2011-06-04 16:39:36.875650048	1	NaN
864	871	2011-06-04 16:45:18.535389952	2	NaN
871	864	2011-06-04 16:45:48.685509888	2	NaN
832	872	2011-06-04 17:12:54.697860096	3	NaN
872	832	2011-06-04 17:13:08.449479936	3	NaN
870	346	2011-06-04 17:21:15.347919872	1	NaN
832	873	2011-06-04 17:31:17.261009920	3	NaN
873	832	2011-06-04 17:32:43.180349952	3	NaN
283	295	2011-06-04 17:41:26.589110016	5	NaN
295	283	2011-06-04 17:41:49.238320128	5	NaN
535	104	2011-06-04 17:43:37.101080064	5	NaN
779	537	2011-06-04 17:45:38.195660032	2	NaN
418	283	2011-06-04 17:46:46.845870080	1	NaN
475	874	2011-06-04 17:56:15.951649792	2	NaN
874	475	2011-06-04 17:56:51.475770112	2	NaN
864	875	2011-06-04 18:16:02.690089984	2	NaN
875	864	2011-06-04 18:16:41.176260096	2	NaN
862	770	2011-06-04 18:25:57.947490048	1	NaN
770	862	2011-06-04 18:28:42.708169984	1	NaN
862	876	2011-06-04 18:35:21.492239872	1	NaN
862	732	2011-06-04 18:37:01.576809984	1	NaN
732	862	2011-06-04 18:37:21.136460032	2	NaN
283	418	2011-06-04 18:42:02.750690048	2	NaN
862	735	2011-06-04 18:47:36.720849920	1	NaN
735	862	2011-06-04 18:47:49.707400192	1	NaN
733	763	2011-06-04 18:49:13.259910144	1	NaN
862	13	2011-06-04 18:57:39.062010112	1	NaN
13	862	2011-06-04 18:58:45.174259968	1	NaN
283	606	2011-06-04 19:04:16.618680064	2	NaN
862	877	2011-06-04 19:04:20.665829888	1	NaN
798	862	2011-06-04 19:07:48.372649984	1	NaN
862	798	2011-06-04 19:07:50.771320064	1	NaN
523	535	2011-06-04 19:15:13.503119872	1	NaN
535	523	2011-06-04 19:16:24.279020032	2	NaN
606	283	2011-06-04 19:23:59.260070144	1	NaN
877	862	2011-06-04 19:26:37.998779904	1	NaN
687	851	2011-06-04 19:28:15.264400128	1	NaN
13	775	2011-06-04 19:34:19.265430016	1	NaN
775	13	2011-06-04 19:34:51.229129984	1	NaN
876	862	2011-06-04 19:36:31.390820096	1	NaN
866	687	2011-06-04 19:59:41.567169792	1	NaN
687	866	2011-06-04 20:00:09.052450048	1	NaN
374	545	2011-06-04 20:36:09.142319872	2	NaN
7	878	2011-06-04 20:50:57.041379840	2	NaN
878	7	2011-06-04 20:51:51.629120000	2	NaN
866	879	2011-06-04 20:55:56.952100096	2	NaN
879	866	2011-06-04 20:57:03.442169856	2	NaN
725	875	2011-06-04 21:23:35.485289984	1	NaN
875	725	2011-06-04 21:24:07.703150080	1	NaN
832	880	2011-06-04 21:26:48.331670016	3	NaN
547	592	2011-06-04 21:54:35.766360064	2	NaN
592	547	2011-06-04 21:56:12.321000192	2	NaN
832	824	2011-06-04 22:12:31.011339776	3	NaN
880	832	2011-06-04 22:15:55.453159936	3	NaN
696	883	2011-06-04 22:27:29.794040064	1	NaN
882	884	2011-06-04 22:30:49.963740160	2	NaN
884	882	2011-06-04 22:33:06.306870016	2	NaN
883	696	2011-06-04 22:46:29.452760064	1	NaN
578	874	2011-06-04 22:55:45.511010048	1	NaN
874	578	2011-06-04 22:56:50.853459968	1	NaN
13	699	2011-06-04 23:19:16.513769984	1	NaN
699	13	2011-06-04 23:20:57.188499968	1	NaN
735	725	2011-06-04 23:29:33.801469952	3	NaN
725	735	2011-06-04 23:30:04.284209920	3	NaN
824	832	2011-06-04 23:34:10.647599872	3	NaN
824	770	2011-06-04 23:34:42.346470144	4	NaN
802	886	2011-06-04 23:40:14.705779968	1	NaN
886	802	2011-06-04 23:41:45.657890048	1	NaN
13	887	2011-06-04 23:47:35.781580032	1	NaN
887	13	2011-06-04 23:48:06.760339968	1	NaN
418	888	2011-06-05 00:12:09.764640000	1	NaN
687	865	2011-06-05 00:35:48.499399936	1	NaN
865	687	2011-06-05 00:36:11.994770176	1	NaN
150	735	2011-06-05 00:40:15.159209984	1	NaN
621	775	2011-06-05 00:45:50.646859776	3	NaN
171	714	2011-06-05 01:16:49.647119872	2	NaN
714	171	2011-06-05 01:17:01.597700096	1	NaN
537	890	2011-06-05 02:16:10.648109824	2	NaN
832	583	2011-06-05 02:20:41.960460032	3	NaN
832	617	2011-06-05 02:27:21.626060032	3	NaN
583	832	2011-06-05 02:29:55.796869888	1	NaN
818	768	2011-06-05 03:11:41.258130176	1	NaN
768	818	2011-06-05 03:11:52.401619968	1	NaN
687	416	2011-06-05 03:27:29.848359936	1	NaN
416	687	2011-06-05 03:27:59.512190208	1	NaN
742	284	2011-06-05 03:30:32.732539904	1	NaN
284	742	2011-06-05 03:30:43.299920128	1	NaN
770	546	2011-06-05 03:43:17.738500096	2	NaN
546	770	2011-06-05 03:45:35.324989952	2	NaN
535	202	2011-06-05 04:07:30.896250112	2	NaN
29	891	2011-06-05 04:57:56.226500096	1	NaN
891	29	2011-06-05 04:59:40.967389952	1	NaN
7	892	2011-06-05 05:50:03.831429888	3	NaN
97	893	2011-06-05 06:23:59.950139904	2	NaN
893	97	2011-06-05 06:25:06.083909888	1	NaN
768	638	2011-06-05 06:52:39.629769984	1	NaN
725	295	2011-06-05 07:08:39.002899968	1	NaN
635	152	2011-06-05 07:16:26.899600128	1	NaN
295	725	2011-06-05 07:25:36.944420096	3	NaN
687	480	2011-06-05 07:34:21.922530048	1	NaN
480	687	2011-06-05 07:37:17.501369856	2	NaN
888	418	2011-06-05 07:37:43.625009920	1	NaN
732	494	2011-06-05 07:56:09.576369920	2	NaN
494	732	2011-06-05 07:56:29.015800064	1	NaN
13	537	2011-06-05 08:30:53.066279936	1	NaN
537	13	2011-06-05 08:31:16.203660032	1	NaN
732	822	2011-06-05 08:42:17.345700096	2	NaN
480	894	2011-06-05 08:50:24.422050048	1	NaN
894	480	2011-06-05 08:52:51.721869824	1	NaN
638	768	2011-06-05 09:33:44.423460096	1	NaN
732	895	2011-06-05 10:42:15.885009920	-1	NaN
775	896	2011-06-05 11:23:56.344409856	1	NaN
775	537	2011-06-05 11:25:18.941509888	1	NaN
13	56	2011-06-05 12:14:22.310810112	1	NaN
56	13	2011-06-05 12:15:07.438790144	1	NaN
383	775	2011-06-05 12:38:40.059859968	1	NaN
775	383	2011-06-05 12:41:24.054339840	1	NaN
654	13	2011-06-05 12:44:12.513560064	1	NaN
13	654	2011-06-05 12:45:01.522230016	1	NaN
534	897	2011-06-05 13:01:26.626140160	1	NaN
849	566	2011-06-05 14:03:17.179569920	1	NaN
566	849	2011-06-05 14:08:07.961319936	1	NaN
832	898	2011-06-05 14:13:20.870150144	3	NaN
898	832	2011-06-05 14:16:46.609570048	3	NaN
732	899	2011-06-05 14:21:33.515539968	2	NaN
899	732	2011-06-05 14:22:08.764859904	2	NaN
654	900	2011-06-05 14:32:58.583000064	1	NaN
900	654	2011-06-05 14:36:26.907810048	1	NaN
742	535	2011-06-05 14:58:43.415909888	2	NaN
535	742	2011-06-05 15:00:21.887589888	2	NaN
617	832	2011-06-05 15:17:18.257400064	2	NaN
775	621	2011-06-05 15:25:07.895620096	3	NaN
227	273	2011-06-05 16:18:36.246789888	1	NaN
273	227	2011-06-05 16:26:41.288229888	1	NaN
802	901	2011-06-05 16:29:59.455820032	1	NaN
295	902	2011-06-05 16:31:17.674409984	5	NaN
901	802	2011-06-05 16:32:37.305750016	2	NaN
742	902	2011-06-05 16:35:16.127950080	1	NaN
902	742	2011-06-05 16:38:24.089859840	1	NaN
902	903	2011-06-05 16:39:33.757609984	1	NaN
707	762	2011-06-05 17:14:06.452719872	5	NaN
762	707	2011-06-05 17:14:59.722529792	5	NaN
26	780	2011-06-05 17:17:26.963990016	2	NaN
64	882	2011-06-05 17:19:24.713570048	1	NaN
507	415	2011-06-05 17:31:09.955650048	2	NaN
64	633	2011-06-05 17:32:14.332290048	1	NaN
523	879	2011-06-05 17:32:23.875709952	1	NaN
879	523	2011-06-05 17:32:46.175529984	1	NaN
523	904	2011-06-05 17:33:02.619280128	1	NaN
904	523	2011-06-05 17:33:35.824290048	1	NaN
633	64	2011-06-05 18:05:50.204250112	1	NaN
906	732	2011-06-05 18:19:54.132100096	2	NaN
180	206	2011-06-05 18:22:00.961509888	1	NaN
206	180	2011-06-05 18:25:33.073540096	1	NaN
418	742	2011-06-05 18:31:01.581639936	2	NaN
742	418	2011-06-05 18:31:49.923059968	2	NaN
802	832	2011-06-05 18:35:21.953579776	2	NaN
832	802	2011-06-05 18:36:07.555310080	3	NaN
906	907	2011-06-05 18:44:03.463310080	3	NaN
144	775	2011-06-05 18:52:28.277810176	1	NaN
775	144	2011-06-05 19:03:09.101080064	1	NaN
907	900	2011-06-05 19:12:52.617809920	5	NaN
900	907	2011-06-05 19:13:19.012739840	5	NaN
802	378	2011-06-05 19:29:46.224499968	2	NaN
378	802	2011-06-05 19:30:03.063520000	1	NaN
907	207	2011-06-05 19:44:39.317320192	1	NaN
418	775	2011-06-05 20:36:53.354650112	2	NaN
775	418	2011-06-05 20:38:46.337840128	2	NaN
762	908	2011-06-05 21:26:22.237849856	1	NaN
832	775	2011-06-05 21:26:22.873859840	3	NaN
908	762	2011-06-05 21:26:33.606159872	1	NaN
64	910	2011-06-05 21:26:38.904910080	1	NaN
64	238	2011-06-05 21:26:43.343159808	1	NaN
7	753	2011-06-05 21:32:31.780299776	2	NaN
753	7	2011-06-05 21:32:55.869400064	2	NaN
792	7	2011-06-05 21:36:12.635080192	1	NaN
7	792	2011-06-05 21:37:04.914129920	1	NaN
238	64	2011-06-05 21:38:34.880809984	1	NaN
908	911	2011-06-05 21:39:53.236550144	1	NaN
911	908	2011-06-05 21:42:48.197329920	10	NaN
911	548	2011-06-05 21:43:00.610340096	10	NaN
911	832	2011-06-05 21:43:36.936989952	10	NaN
732	912	2011-06-05 21:58:06.296619776	2	NaN
227	396	2011-06-05 22:09:45.834160128	2	NaN
396	227	2011-06-05 22:11:28.486530048	1	NaN
912	732	2011-06-05 22:35:02.692809984	2	NaN
732	913	2011-06-05 22:35:34.328860160	2	NaN
913	732	2011-06-05 22:35:59.314070016	2	NaN
903	902	2011-06-05 22:41:00.304130048	1	NaN
838	545	2011-06-05 22:46:00.851589888	1	NaN
909	908	2011-06-05 22:46:13.479470080	3	NaN
908	909	2011-06-05 22:46:26.938720000	2	NaN
832	886	2011-06-05 22:50:09.288460032	3	NaN
742	238	2011-06-05 22:54:02.733870080	2	NaN
238	742	2011-06-05 22:54:07.686820096	3	NaN
906	238	2011-06-05 22:59:54.053689856	1	NaN
480	537	2011-06-05 23:23:50.340100096	1	NaN
537	480	2011-06-05 23:23:53.164439808	1	NaN
64	658	2011-06-05 23:41:18.441390080	1	NaN
658	64	2011-06-05 23:41:38.199660032	1	NaN
561	914	2011-06-06 00:00:26.936530176	1	NaN
914	561	2011-06-06 00:10:29.334099968	1	NaN
912	915	2011-06-06 00:20:42.531620096	5	NaN
915	912	2011-06-06 00:25:01.871920128	5	NaN
906	405	2011-06-06 00:37:03.448169984	2	NaN
915	770	2011-06-06 01:02:32.918819840	4	NaN
480	916	2011-06-06 01:02:44.198759936	1	NaN
916	480	2011-06-06 01:07:13.414819840	1	NaN
832	714	2011-06-06 01:07:18.260230144	3	NaN
33	714	2011-06-06 01:36:33.211909888	1	NaN
714	33	2011-06-06 01:37:07.461689856	2	NaN
770	915	2011-06-06 01:40:38.408379904	4	NaN
712	104	2011-06-06 02:19:31.049509888	2	NaN
1	545	2011-06-06 02:23:24.714799872	1	NaN
545	1	2011-06-06 02:24:48.608030208	1	NaN
908	804	2011-06-06 03:28:28.681880064	1	NaN
268	383	2011-06-06 03:51:54.425400064	4	NaN
268	300	2011-06-06 03:53:26.636349952	4	NaN
714	791	2011-06-06 04:07:09.149660160	2	NaN
908	917	2011-06-06 04:08:54.243779840	1	NaN
791	714	2011-06-06 04:22:12.844520192	2	NaN
522	918	2011-06-06 04:22:53.730129920	1	NaN
918	522	2011-06-06 04:23:39.654129920	1	NaN
537	781	2011-06-06 04:45:37.002150144	1	NaN
798	832	2011-06-06 05:05:10.804790016	2	NaN
917	908	2011-06-06 05:08:59.058720000	1	NaN
495	835	2011-06-06 05:14:45.227780096	1	NaN
835	495	2011-06-06 05:14:49.820960000	1	NaN
908	523	2011-06-06 05:18:10.028489984	1	NaN
523	908	2011-06-06 05:21:21.340379904	1	NaN
547	687	2011-06-06 05:56:57.809129984	1	NaN
547	480	2011-06-06 05:57:38.831249920	2	NaN
687	547	2011-06-06 06:00:20.739779840	1	NaN
908	919	2011-06-06 06:11:54.107579904	1	NaN
480	547	2011-06-06 06:15:45.675610112	2	NaN
919	908	2011-06-06 06:24:18.423790080	1	NaN
295	920	2011-06-06 06:39:04.429570048	3	NaN
824	480	2011-06-06 08:19:38.178040064	5	NaN
480	824	2011-06-06 08:35:20.148699904	2	NaN
725	920	2011-06-06 08:49:20.778380032	2	NaN
921	920	2011-06-06 09:25:06.318109952	2	NaN
725	922	2011-06-06 09:48:11.538209792	1	NaN
922	725	2011-06-06 09:48:34.174489856	1	NaN
922	658	2011-06-06 10:00:59.749840128	1	NaN
658	922	2011-06-06 10:01:19.199120128	1	NaN
906	523	2011-06-06 10:23:23.368550144	4	NaN
125	924	2011-06-06 10:45:02.280859904	1	NaN
924	125	2011-06-06 10:46:56.767649792	1	NaN
770	658	2011-06-06 11:06:05.916770048	2	NaN
838	36	2011-06-06 11:08:07.096100096	1	NaN
658	770	2011-06-06 11:09:29.857820160	2	NaN
36	838	2011-06-06 11:13:43.499800064	1	NaN
707	614	2011-06-06 11:46:58.002860032	1	NaN
383	891	2011-06-06 12:11:37.842129920	1	NaN
468	925	2011-06-06 12:15:23.284440064	3	NaN
925	468	2011-06-06 12:18:47.130640128	4	NaN
891	383	2011-06-06 12:18:49.032320000	1	NaN
770	926	2011-06-06 12:38:36.837889792	2	NaN
926	770	2011-06-06 12:42:35.168640000	2	NaN
346	775	2011-06-06 12:49:20.869250048	2	NaN
644	418	2011-06-06 13:12:22.195729920	1	NaN
418	644	2011-06-06 13:12:44.494159872	1	NaN
770	927	2011-06-06 13:19:15.639309824	2	NaN
927	770	2011-06-06 13:19:51.302850048	2	NaN
770	928	2011-06-06 13:24:57.657880064	2	NaN
654	929	2011-06-06 13:44:22.430089984	1	NaN
202	906	2011-06-06 13:51:30.652809984	2	NaN
906	202	2011-06-06 13:51:57.664439808	6	NaN
770	735	2011-06-06 14:03:13.311889920	2	NaN
929	654	2011-06-06 14:09:52.012300032	1	NaN
735	770	2011-06-06 14:14:12.664839936	3	NaN
906	7	2011-06-06 14:20:34.941590016	2	NaN
930	418	2011-06-06 14:27:14.163399936	1	NaN
867	908	2011-06-06 15:53:28.583640064	2	NaN
838	931	2011-06-06 15:55:00.068380160	6	NaN
931	838	2011-06-06 15:56:04.349679872	6	NaN
767	546	2011-06-06 16:03:42.568059904	1	NaN
546	767	2011-06-06 16:05:28.672950016	2	NaN
838	35	2011-06-06 16:08:36.167480064	2	NaN
767	933	2011-06-06 16:11:52.518179840	1	NaN
908	929	2011-06-06 16:40:36.712369920	1	NaN
929	908	2011-06-06 16:45:13.270100224	1	NaN
95	931	2011-06-06 16:50:47.456759808	1	NaN
933	767	2011-06-06 16:52:19.345060096	1	NaN
931	95	2011-06-06 17:14:15.208559872	1	NaN
576	462	2011-06-06 17:15:39.233799936	3	NaN
775	346	2011-06-06 17:16:15.293870080	2	NaN
908	928	2011-06-06 17:19:44.305399808	1	NaN
928	908	2011-06-06 17:21:07.013050112	1	NaN
732	906	2011-06-06 17:28:28.002060032	-1	NaN
144	805	2011-06-06 17:46:54.045350144	1	NaN
235	934	2011-06-06 17:50:53.436919808	1	NaN
805	144	2011-06-06 17:51:01.578650112	1	NaN
934	235	2011-06-06 17:51:32.765510144	1	NaN
928	770	2011-06-06 17:55:56.474350080	1	NaN
842	832	2011-06-06 19:10:27.600000000	1	NaN
374	775	2011-06-06 19:20:18.438190080	1	NaN
579	273	2011-06-06 19:35:12.672389888	1	NaN
273	579	2011-06-06 19:35:25.312950016	1	NaN
828	545	2011-06-06 19:39:58.043520000	1	NaN
443	936	2011-06-06 19:44:59.964499968	2	NaN
775	374	2011-06-06 20:20:09.730649856	1	NaN
178	937	2011-06-06 20:23:52.249380096	1	NaN
937	178	2011-06-06 20:26:20.118819840	2	NaN
885	853	2011-06-06 20:30:57.597059840	2	NaN
775	832	2011-06-06 20:32:03.357850112	1	NaN
853	885	2011-06-06 20:38:15.899369984	2	NaN
927	832	2011-06-06 20:43:28.839149824	3	NaN
832	927	2011-06-06 20:44:14.916739840	3	NaN
405	906	2011-06-06 20:50:04.200829952	-10	NaN
832	906	2011-06-06 20:54:31.028209920	-10	NaN
238	906	2011-06-06 21:12:06.997689856	-10	NaN
475	525	2011-06-06 21:14:22.988930048	2	NaN
525	475	2011-06-06 21:15:36.120909824	2	NaN
768	576	2011-06-06 21:33:33.591569920	3	NaN
576	768	2011-06-06 21:50:45.559750144	1	NaN
907	906	2011-06-06 22:44:41.628210176	-10	NaN
780	26	2011-06-06 22:44:42.434030080	2	NaN
938	923	2011-06-06 22:52:07.625339904	1	NaN
908	939	2011-06-06 23:15:54.914490112	1	NaN
95	940	2011-06-06 23:20:49.985920000	1	NaN
939	908	2011-06-06 23:21:21.584160000	1	NaN
742	144	2011-06-06 23:55:04.873159936	1	NaN
838	942	2011-06-07 00:00:46.815459840	1	NaN
627	39	2011-06-07 00:07:13.909009920	1	NaN
885	903	2011-06-07 00:15:29.795520000	2	NaN
903	885	2011-06-07 00:16:29.864480000	1	NaN
687	928	2011-06-07 00:25:19.375559936	1	NaN
943	944	2011-06-07 00:42:57.152420096	3	NaN
944	943	2011-06-07 00:58:33.330769920	3	NaN
923	920	2011-06-07 02:28:02.262299904	10	NaN
735	19	2011-06-07 02:29:52.571079936	1	NaN
284	854	2011-06-07 02:50:41.639489792	1	NaN
885	946	2011-06-07 02:54:25.161210112	2	NaN
946	885	2011-06-07 03:14:32.417489920	3	NaN
897	534	2011-06-07 03:33:52.738840064	5	NaN
897	535	2011-06-07 03:35:49.380029952	5	NaN
801	947	2011-06-07 04:01:39.064310016	2	NaN
947	801	2011-06-07 04:07:24.687699968	2	NaN
889	443	2011-06-07 04:47:59.602979840	3	NaN
443	889	2011-06-07 04:48:22.638880000	1	NaN
125	108	2011-06-07 07:29:26.290780160	1	NaN
941	23	2011-06-07 07:53:32.038959872	5	NaN
7	948	2011-06-07 08:07:38.120229888	2	NaN
948	7	2011-06-07 08:14:01.174569984	2	NaN
795	35	2011-06-07 08:14:12.082819840	1	NaN
35	795	2011-06-07 08:15:27.770489856	1	NaN
614	707	2011-06-07 08:24:05.068219904	2	NaN
937	26	2011-06-07 08:56:32.515980032	2	NaN
26	937	2011-06-07 08:57:46.004110080	2	NaN
202	948	2011-06-07 09:27:18.489710080	1	NaN
948	202	2011-06-07 09:28:30.264049920	1	NaN
799	949	2011-06-07 10:12:10.677920000	2	NaN
374	950	2011-06-07 11:13:23.669169920	1	NaN
950	374	2011-06-07 11:24:31.549969920	1	NaN
261	951	2011-06-07 12:02:39.444960000	1	NaN
951	261	2011-06-07 12:03:02.378050048	1	NaN
714	725	2011-06-07 12:33:16.492409856	3	NaN
735	832	2011-06-07 12:54:13.115670016	5	NaN
346	931	2011-06-07 12:55:47.878080000	1	NaN
922	894	2011-06-07 13:39:46.478030080	10	NaN
726	832	2011-06-07 14:02:14.754950144	1	NaN
726	880	2011-06-07 14:05:16.638979840	3	NaN
880	726	2011-06-07 14:05:45.708310016	3	NaN
917	952	2011-06-07 15:17:03.366540032	2	NaN
952	917	2011-06-07 15:17:04.408649984	2	NaN
125	171	2011-06-07 15:22:21.563549952	1	NaN
171	125	2011-06-07 15:22:29.984000000	1	NaN
